1| 2| 2007| 200| 1| 11| 1| 0|Apr| 200| 112|80| 1| 0|1|1|||
2| 2| 2007| 200| 1| 11| 2| 0|Apr| 200| 112|82| 1| 0|1|2|||
3| 2| 2007| 200| 1| 11| 3| 0|Apr| 200| 112|64| 1| 0|1|3|||
4| 2| 2007| 200| 1| 11| 4| 0|Apr| 200| 112|80| 1| 0|1|4|||
5| 2| 2007| 200| 1| 11| 5| 0|Apr| 200| 112|84| 1| 0|1|5|||
6| 2| 2007| 200| 1| 11| 6| 0|Apr| 0| 112|70| 1| 0|1|6|||
7| 2| 2007| 200| 1| 11| 7| 0|Apr| 0| 112|75| 1| 0|1|7|||
8| 2| 2007| 200| 1| 11| 8| 0|Apr| 0| 112|80| 1| 0|1|8|||
9| 1| 2003| 200| 1| 11| 1| 0|Apr| 0| 181|12| 1| 0|1|9|||
10| 1| 2003| 200| 1| 11| 2| 0|Apr| 0| 181|25| 1| 0|1|10|||
11| 1| 2003| 200| 1| 11| 3| 0|Apr| 0| 181|51| 1| 0|1|11|||
12| 1| 2003| 200| 1| 11| 6| 0|Apr| 0| 181|25| 1| 0|1|12|||
13| 1| 2004| 200| 2|21| 9| 0|Apr| 0| 181|| 1| 0|2|13|||
16143| 2| 2008| 200| 2|21| 1| 0|A| 160| 117|82| 1| 0|2|16143|||
16144| 2| 2008| 200| 2|21| 2| 0|A| 160| 117|86| 1| 0|2|16144|||
16145| 2| 2008| 200| 2|21| 3| 0|A| 120| 117|96| 1| 0|2|16145|||
16146| 2| 2008| 200| 2|21| 8| 0|A| 40| 117|100| 1| 0|2|16146|||
16147| 2| 2008| 200| 2|21| 4| 0|A| 80| 117|97| 1| 0|2|16147|||
16148| 2| 2008| 200| 2|21| 5| 0|A| 80| 117|99| 1| 0|2|16148|||
16149| 2| 2008| 200| 2|21| 6| 0|A| 80| 117|95| 1| 0|2|16149|||
16150| 2| 2008| 200| 2|21| 7| 0|A| 80| 117|100| 1| 0|2|16150|||
16151| 2| 2008| 200| 2|21| 1| 0|A| 160| 224|74| 1| 0|2|16151|||
16152| 2| 2008| 200| 2|21| 2| 0|A| 160| 224|84| 1| 0|2|16152|||
16153| 2| 2008| 200| 2|21| 3| 0|A| 120| 224|84| 1| 0|2|16153|||
16154| 2| 2008| 200| 2|21| 8| 0|A| 40| 224|95| 1| 0|2|16154|||
16155| 2| 2008| 200| 2|21| 4| 0|A| 80| 224|84| 1| 0|2|16155|||
16156| 2| 2008| 200| 2|21| 5| 0|A| 80| 224|81| 1| 0|2|16156|||
16157| 2| 2008| 200| 2|21| 6| 0|A| 80| 224|86| 1| 0|2|16157|||
16158| 2| 2008| 200| 2|21| 7| 0|A| 80| 224|94| 1| 0|2|16158|||
16159| 2| 2008| 200| 2|21| 1| 0|A| 160| 108|78| 1| 0|2|16159|||
16160| 2| 2008| 200| 2|21| 2| 0|A| 160| 108|85| 1| 0|2|16160|||
16161| 2| 2008| 200| 2|21| 3| 0|A| 120| 108|84| 1| 0|2|16161|||
16162| 2| 2008| 200| 2|21| 8| 0|A| 40| 108|93| 1| 0|2|16162|||
16163| 2| 2008| 200| 2|21| 4| 0|A| 80| 108|84| 1| 0|2|16163|||
16164| 2| 2008| 200| 2|21| 5| 0|A| 80| 108|81| 1| 0|2|16164|||
16165| 2| 2008| 200| 2|21| 6| 0|A| 80| 108|84| 1| 0|2|16165|||
16166| 2| 2008| 200| 2|21| 7| 0|A| 80| 108|93| 1| 0|2|16166|||
16167| 2| 2008| 200| 2|21| 1| 0|R| 160| 109|30| 1| 0|2|16167|||
16168| 2| 2008| 200| 2|21| 2| 0|R| 160| 109|30| 1| 0|2|16168|||
16169| 2| 2008| 200| 2|21| 3| 0|R| 120| 109|59| 1| 0|2|16169|||
16170| 2| 2008| 200| 2|21| 8| 0|R| 40| 109|90| 1| 0|2|16170|||
16171| 2| 2008| 200| 2|21| 4| 0|R| 80| 109|52| 1| 0|2|16171|||
16172| 2| 2008| 200| 2|21| 5| 0|R| 80| 109|40| 1| 0|2|16172|||
